"written_rep_a"	"lex_entry_a"	"sense_a"	"trans"	"sense_b"	"lex_entry_b"	"written_rep_b"	"POS"
"ucraniano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/ucraniano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ucraniano_ucraniano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ucraniano_ucraniano-n-es-sense-ucraniano_ucraniano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ucraniano_ucraniano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ucraniano-n-an"	"ucraniano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"vasco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/vasco-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/vasco_vasco-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/vasco_vasco-n-es-sense-vasco_vasco-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/vasco_vasco-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/vasco-n-an"	"vasco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"viudo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/viudo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/viudo_viudo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/viudo_viudo-n-es-sense-viudo_viudo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/viudo_viudo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/viudo-n-an"	"viudo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"andorrano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/andorrano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/andorrano_andorrano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/andorrano_andorrano-n-es-sense-andorrano_andorrano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/andorrano_andorrano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/andorrano-n-an"	"andorrano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"argentino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/argentino-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/argentino_argentino-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/argentino_argentino-n-es-sense-argentino_argentino-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/argentino_argentino-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/argentino-n-an"	"argentino"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"austríaco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/austr%C3%ADaco-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austr%C3%ADaco_austr%C3%ADaco-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austr%C3%ADaco_austr%C3%ADaco-n-es-sense-austr%C3%ADaco_austr%C3%ADaco-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austr%C3%ADaco_austr%C3%ADaco-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/austr%C3%ADaco-n-an"	"austríaco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"científico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cient%C3%ADfico-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cient%C3%ADfico_cient%C3%ADfico-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cient%C3%ADfico_cient%C3%ADfico-n-es-sense-cient%C3%ADfico_cient%C3%ADfico-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cient%C3%ADfico_cient%C3%ADfico-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cient%C3%ADfico-n-an"	"científico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"farmacéutico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/farmac%C3%A9utico-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/farmac%C3%A9utico_farmac%C3%A9utico-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/farmac%C3%A9utico_farmac%C3%A9utico-n-es-sense-farmac%C3%A9utico_farmac%C3%A9utico-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/farmac%C3%A9utico_farmac%C3%A9utico-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/farmac%C3%A9utico-n-an"	"farmacéutico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"físico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/f%C3%ADsico-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/f%C3%ADsico_f%C3%ADsico-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/f%C3%ADsico_f%C3%ADsico-n-es-sense-f%C3%ADsico_f%C3%ADsico-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/f%C3%ADsico_f%C3%ADsico-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/f%C3%ADsico-n-an"	"físico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"librero"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/librero-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/librero_librero-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/librero_librero-n-es-sense-librero_librero-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/librero_librero-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/librero-n-an"	"librero"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"peruano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/peruano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/peruano_peruano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/peruano_peruano-n-es-sense-peruano_peruano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/peruano_peruano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/peruano-n-an"	"peruano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"puertorriqueño"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/puertorrique%C3%B1o-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/puertorrique%C3%B1o_puertorrique%C3%B1o-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/puertorrique%C3%B1o_puertorrique%C3%B1o-n-es-sense-puertorrique%C3%B1o_puertorrique%C3%B1o-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/puertorrique%C3%B1o_puertorrique%C3%B1o-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/puertorrique%C3%B1o-n-an"	"puertorriqueño"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"usuario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/usuario-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/usuario_usuario-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/usuario_usuario-n-es-sense-usuario_usuario-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/usuario_usuario-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/usuario-n-an"	"usuario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"asociativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/asociativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/asociativo_asoziatibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/asociativo_asoziatibo-adj-es-sense-asoziatibo_asociativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/asoziatibo_asociativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/asoziatibo-adj-an"	"asoziatibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"caritativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/caritativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caritativo_caritatibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caritativo_caritatibo-adj-es-sense-caritatibo_caritativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caritatibo_caritativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/caritatibo-adj-an"	"caritatibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"competitivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/competitivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/competitivo_competitibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/competitivo_competitibo-adj-es-sense-competitibo_competitivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/competitibo_competitivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/competitibo-adj-an"	"competitibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"consecutivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/consecutivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/consecutivo_consecutibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/consecutivo_consecutibo-adj-es-sense-consecutibo_consecutivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/consecutibo_consecutivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/consecutibo-adj-an"	"consecutibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"cooperativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cooperativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cooperativo_cooperatibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cooperativo_cooperatibo-adj-es-sense-cooperatibo_cooperativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cooperatibo_cooperativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cooperatibo-adj-an"	"cooperatibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"cumulativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cumulativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cumulativo_cumulatibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cumulativo_cumulatibo-adj-es-sense-cumulatibo_cumulativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cumulatibo_cumulativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cumulatibo-adj-an"	"cumulatibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"decisivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/decisivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/decisivo_decisibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/decisivo_decisibo-adj-es-sense-decisibo_decisivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/decisibo_decisivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/decisibo-adj-an"	"decisibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"deductivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/deductivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/deductivo_deductibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/deductivo_deductibo-adj-es-sense-deductibo_deductivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/deductibo_deductivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/deductibo-adj-an"	"deductibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"deportivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/deportivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/deportivo_deportibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/deportivo_deportibo-adj-es-sense-deportibo_deportivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/deportibo_deportivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/deportibo-adj-an"	"deportibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"despectivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/despectivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/despectivo_despectibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/despectivo_despectibo-adj-es-sense-despectibo_despectivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/despectibo_despectivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/despectibo-adj-an"	"despectibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"decisivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/decisivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/decisivo_dezisibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/decisivo_dezisibo-adj-es-sense-dezisibo_decisivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/dezisibo_decisivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/dezisibo-adj-an"	"dezisibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"distintivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/distintivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/distintivo_distintibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/distintivo_distintibo-adj-es-sense-distintibo_distintivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/distintibo_distintivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/distintibo-adj-an"	"distintibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"evolutivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/evolutivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/evolutivo_ebolutibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/evolutivo_ebolutibo-adj-es-sense-ebolutibo_evolutivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ebolutibo_evolutivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ebolutibo-adj-an"	"ebolutibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"extensivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/extensivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/extensivo_extensibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/extensivo_extensibo-adj-es-sense-extensibo_extensivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/extensibo_extensivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/extensibo-adj-an"	"extensibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"federativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/federativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/federativo_federatibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/federativo_federatibo-adj-es-sense-federatibo_federativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/federatibo_federativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/federatibo-adj-an"	"federatibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"impulsivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/impulsivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/impulsivo_impulsibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/impulsivo_impulsibo-adj-es-sense-impulsibo_impulsivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/impulsibo_impulsivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/impulsibo-adj-an"	"impulsibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"lucrativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/lucrativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/lucrativo_lucratibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/lucrativo_lucratibo-adj-es-sense-lucratibo_lucrativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/lucratibo_lucrativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/lucratibo-adj-an"	"lucratibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"normativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/normativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/normativo_normatibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/normativo_normatibo-adj-es-sense-normatibo_normativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/normatibo_normativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/normatibo-adj-an"	"normatibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"participativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/participativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/participativo_partizipatibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/participativo_partizipatibo-adj-es-sense-partizipatibo_participativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/partizipatibo_participativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/partizipatibo-adj-an"	"partizipatibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"preventivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/preventivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/preventivo_prebentibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/preventivo_prebentibo-adj-es-sense-prebentibo_preventivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/prebentibo_preventivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/prebentibo-adj-an"	"prebentibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"primitivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/primitivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/primitivo_primitibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/primitivo_primitibo-adj-es-sense-primitibo_primitivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/primitibo_primitivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/primitibo-adj-an"	"primitibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"refractivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/refractivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/refractivo_refractibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/refractivo_refractibo-adj-es-sense-refractibo_refractivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/refractibo_refractivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/refractibo-adj-an"	"refractibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"regresivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/regresivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/regresivo_regresibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/regresivo_regresibo-adj-es-sense-regresibo_regresivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/regresibo_regresivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/regresibo-adj-an"	"regresibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"televisivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/televisivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/televisivo_telebisibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/televisivo_telebisibo-adj-es-sense-telebisibo_televisivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/telebisibo_televisivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/telebisibo-adj-an"	"telebisibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"televisivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/televisivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/televisivo_televisibo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/televisivo_televisibo-adj-es-sense-televisibo_televisivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/televisibo_televisivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/televisibo-adj-an"	"televisibo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
